Year,Month,Quarter,PoliceStation,CrimeCount
2018,9,2018 Q3,Fitzroy CPC,29
2018,9,2018 Q3,Flaxmere,54
2018,9,2018 Q3,Foxton,34
2018,9,2018 Q3,Franz Josef,2
2018,9,2018 Q3,Geraldine,10
2018,9,2018 Q3,Gisborne,131
2018,9,2018 Q3,Glen Innes,88
2018,9,2018 Q3,Glenfield,79
2018,9,2018 Q3,Gore,24
2018,9,2018 Q3,Great Barrier Island,4
2018,9,2018 Q3,Green Island,18
2018,9,2018 Q3,Greymouth,36
2018,9,2018 Q3,Greytown,9
2018,9,2018 Q3,Half-Moon Bay,1
2018,9,2018 Q3,Hamilton Central,278
2018,9,2018 Q3,Hamilton East,105
2018,9,2018 Q3,Hampden,3
2018,9,2018 Q3,Hanmer Springs,3
2018,9,2018 Q3,Hastings,173
2018,9,2018 Q3,Havelock,6
2018,9,2018 Q3,Havelock North,30
2018,9,2018 Q3,Hawera,44
2018,9,2018 Q3,Helensville,27
2018,9,2018 Q3,Henderson,197
2018,9,2018 Q3,Highbury,51
2018,9,2018 Q3,Hikurangi,18
2018,9,2018 Q3,Hokitika,11
2018,9,2018 Q3,Hornby,151
2018,9,2018 Q3,Houhora,2
2018,9,2018 Q3,Howick,105
2018,9,2018 Q3,Hunterville,3
2018,9,2018 Q3,Huntly,42
2018,9,2018 Q3,Inglewood,9
2018,9,2018 Q3,Invercargill Central,134
2018,9,2018 Q3,Johnsonville,49
2018,9,2018 Q3,Kaeo,15
2018,9,2018 Q3,Kaiapoi,28
2018,9,2018 Q3,Kaikohe,42
2018,9,2018 Q3,Kaikorai Valley,28
2018,9,2018 Q3,Kaikoura,6
2018,9,2018 Q3,Kaitaia,55
2018,9,2018 Q3,Kamo CPC,32
2018,9,2018 Q3,Kapiti,77
2018,9,2018 Q3,Katikati,15
2018,9,2018 Q3,Kawakawa,21
2018,9,2018 Q3,Kawerau,31
2018,9,2018 Q3,Kawhia,10
2018,9,2018 Q3,Kerikeri,30
2018,9,2018 Q3,Kilbirnie,55
2018,9,2018 Q3,Kimbolton,1
2018,9,2018 Q3,Kohukohu,11
2018,9,2018 Q3,Kotemaori,3
2018,9,2018 Q3,Kumeu/Huapai,26
2018,9,2018 Q3,Kurow,3
2018,9,2018 Q3,Leeston,8
2018,9,2018 Q3,Levin,77
2018,9,2018 Q3,Lincoln,13
2018,9,2018 Q3,Linton,9
2018,9,2018 Q3,Lower Hutt,135
2018,9,2018 Q3,Lumsden,1
2018,9,2018 Q3,Lyttelton,15
2018,9,2018 Q3,Manaia,3
2018,9,2018 Q3,Mangakino,8
2018,9,2018 Q3,Mangawhai,12
2018,9,2018 Q3,Mangere,143
2018,9,2018 Q3,Mangonui,23
2018,9,2018 Q3,Manurewa,234
2018,9,2018 Q3,Manutuke,4
2018,9,2018 Q3,Martinborough,5
2018,9,2018 Q3,Marton,15
2018,9,2018 Q3,Massey,97
2018,9,2018 Q3,Masterton,88
2018,9,2018 Q3,Matamata,44
2018,9,2018 Q3,Mataura,4
2018,9,2018 Q3,Matawai,1
2018,9,2018 Q3,Maungaturoto,16
2018,9,2018 Q3,Methven,3
2018,9,2018 Q3,Milton,15
2018,9,2018 Q3,Mokau,3
2018,9,2018 Q3,Morrinsville,25
2018,9,2018 Q3,Mosgiel,33
2018,9,2018 Q3,Motueka,20
2018,9,2018 Q3,Mount Maunganui,70
2018,9,2018 Q3,Mount Wellington,112
2018,9,2018 Q3,Murchison,4
2018,9,2018 Q3,Murupara,19
2018,9,2018 Q3,Naenae,89
2018,9,2018 Q3,Napier,154
2018,9,2018 Q3,National Park,9
2018,9,2018 Q3,Nelson Central,97
2018,9,2018 Q3,New Brighton,94
2018,9,2018 Q3,New Lynn,102
2018,9,2018 Q3,New Plymouth Central,13
2018,9,2018 Q3,Newmarket,81
2018,9,2018 Q3,Ngaruawahia,37
2018,9,2018 Q3,Ngatea,13
2018,9,2018 Q3,Norsewood,1
2018,9,2018 Q3,North Shore Policing Centre,89
2018,9,2018 Q3,Nuhaka,7
2018,9,2018 Q3,Oamaru,25
2018,9,2018 Q3,Ohakune,7
2018,9,2018 Q3,Okato,5
2018,9,2018 Q3,Omakau,2
2018,9,2018 Q3,Onehunga,90
2018,9,2018 Q3,Onerahi CPC,16
2018,9,2018 Q3,Opotiki,43
2018,9,2018 Q3,Opunake,8
2018,9,2018 Q3,Orewa,53
2018,9,2018 Q3,Ormiston,134
2018,9,2018 Q3,Otahuhu,187
2018,9,2018 Q3,Otaki,28
2018,9,2018 Q3,Otautau,4
2018,9,2018 Q3,Otorohanga,20
2018,9,2018 Q3,Oxford,8
2018,9,2018 Q3,Paeroa,21
2018,9,2018 Q3,Pahiatua,10
2018,9,2018 Q3,Paihia,10
2018,9,2018 Q3,Palmerston,6
2018,9,2018 Q3,Palmerston North,155
2018,9,2018 Q3,Papakura,173
2018,9,2018 Q3,Papamoa,54
2018,9,2018 Q3,Papanui,189
2018,9,2018 Q3,Patea,6
2018,9,2018 Q3,Picton,21
2018,9,2018 Q3,Piopio,1
2018,9,2018 Q3,Pleasant Point,1
2018,9,2018 Q3,Pongaroa,3
2018,9,2018 Q3,Ponsonby,75
2018,9,2018 Q3,Porirua Central,78
2018,9,2018 Q3,Port Chalmers,5
2018,9,2018 Q3,Portobello,3
2018,9,2018 Q3,Pukekohe,95
2018,9,2018 Q3,Putaruru,21
2018,9,2018 Q3,Queenstown,53
2018,9,2018 Q3,Raetihi,6
2018,9,2018 Q3,Raglan,12
2018,9,2018 Q3,Rakaia,2
2018,9,2018 Q3,Ranfurly,3
2018,9,2018 Q3,Rangiora,46
2018,9,2018 Q3,Rawene,6
2018,9,2018 Q3,Reefton,6
2018,9,2018 Q3,Richmond,76
2018,9,2018 Q3,Riversdale,4
2018,9,2018 Q3,Riverton,7
2018,9,2018 Q3,Rolleston,26
2018,9,2018 Q3,Rotorua,195
2018,9,2018 Q3,Ruakaka,15
2018,9,2018 Q3,Ruatoria,6
2018,9,2018 Q3,Ruawai,6
2018,9,2018 Q3,Russell,8
2018,9,2018 Q3,Shannon,11
2018,9,2018 Q3,St Andrews,1
2018,9,2018 Q3,Stratford,32
2018,9,2018 Q3,Taihape,7
2018,9,2018 Q3,Tairua,6
2018,9,2018 Q3,Takaka,5
2018,9,2018 Q3,Takapuna,59
2018,9,2018 Q3,Taneatua,9
2018,9,2018 Q3,Taradale,38
2018,9,2018 Q3,Taumarunui,16
2018,9,2018 Q3,Taupo,76
2018,9,2018 Q3,Tauranga,155
2018,9,2018 Q3,Tauranga South,106
2018,9,2018 Q3,Te Anau,4
2018,9,2018 Q3,Te Araroa,5
2018,9,2018 Q3,Te Aroha,20
2018,9,2018 Q3,Te Awamutu,54
2018,9,2018 Q3,Te Kaha,6
2018,9,2018 Q3,Te Karaka,1
2018,9,2018 Q3,Te Kauwhata,17
2018,9,2018 Q3,Te Kuiti,25
2018,9,2018 Q3,Te Puke,37
2018,9,2018 Q3,Temuka,11
2018,9,2018 Q3,Thames,42
2018,9,2018 Q3,Timaru,67
2018,9,2018 Q3,Tokomaru Bay,4
2018,9,2018 Q3,Tokoroa,65
2018,9,2018 Q3,Tolaga Bay,2
2018,9,2018 Q3,Tuai,2
2018,9,2018 Q3,Tuakau,60
2018,9,2018 Q3,Tuatapere,2
2018,9,2018 Q3,Turangi,28
2018,9,2018 Q3,Twizel,5
2018,9,2018 Q3,Upper Hutt,81
2018,9,2018 Q3,Waiheke Island,12
2018,9,2018 Q3,Waihi,30
2018,9,2018 Q3,Waikari,3
2018,9,2018 Q3,Waikouaiti,7
2018,9,2018 Q3,Waimate,14
2018,9,2018 Q3,Wainuiomata,40
2018,9,2018 Q3,Waiouru,5
2018,9,2018 Q3,Waipawa,10
2018,9,2018 Q3,Waipu,6
2018,9,2018 Q3,Waipukurau,19
2018,9,2018 Q3,Wairoa,34
2018,9,2018 Q3,Waitangirua,124
2018,9,2018 Q3,Waitara,39
2018,9,2018 Q3,Wakefield,9
2018,9,2018 Q3,Wanaka,22
2018,9,2018 Q3,Warkworth,29
2018,9,2018 Q3,Waverley,4
2018,9,2018 Q3,Wellington Central,203
2018,9,2018 Q3,Wellsford,18
2018,9,2018 Q3,Westown,63
2018,9,2018 Q3,Westport,17
2018,9,2018 Q3,Whakatane,67
2018,9,2018 Q3,Whangamata,14
2018,9,2018 Q3,Whanganui,113
2018,9,2018 Q3,Whangaparaoa,35
2018,9,2018 Q3,Whangarei,132
2018,9,2018 Q3,Whitianga,14
2018,9,2018 Q3,Winton,6
2018,9,2018 Q3,Woodville,10
2018,9,2018 Q3,Wyndham,7
2018,10,2018 Q4,Akaroa,8
2018,10,2018 Q4,Alexandra,6
2018,10,2018 Q4,Amberley,12
2018,10,2018 Q4,Arthurs Pass,2
2018,10,2018 Q4,Ashburton,55
2018,10,2018 Q4,Auckland Airport,13
2018,10,2018 Q4,Auckland Central,242
2018,10,2018 Q4,Auckland Harbour Bridge,3
2018,10,2018 Q4,Avondale,138
2018,10,2018 Q4,Balclutha,16
2018,10,2018 Q4,Balmoral,92
2018,10,2018 Q4,Bay View,14
2018,10,2018 Q4,Beachlands CCB,17
2018,10,2018 Q4,Bell Block,14
2018,10,2018 Q4,Benneydale,2
2018,10,2018 Q4,Blenheim,63
2018,10,2018 Q4,Browns Bay,48
2018,10,2018 Q4,Bulls,10
2018,10,2018 Q4,Cambridge,32
2018,10,2018 Q4,Carterton,16
2018,10,2018 Q4,Cheviot,2
2018,10,2018 Q4,Christchurch,201
2018,10,2018 Q4,Christchurch Airport,8
2018,10,2018 Q4,Christchurch South,136
2018,10,2018 Q4,Clinton,10
2018,10,2018 Q4,Coromandel,15
2018,10,2018 Q4,Cromwell,11
2018,10,2018 Q4,Culverden,4
2018,10,2018 Q4,Dannevirke,30
2018,10,2018 Q4,Darfield,11
2018,10,2018 Q4,Dargaville,29
2018,10,2018 Q4,Dunedin Central,47
2018,10,2018 Q4,Dunedin North,26
2018,10,2018 Q4,Dunedin South,62
2018,10,2018 Q4,Edgecumbe,28
2018,10,2018 Q4,Eketahuna,14
2018,10,2018 Q4,Eltham,13
2018,10,2018 Q4,Fairlie,2
2018,10,2018 Q4,Featherston,12
2018,10,2018 Q4,Feilding,49
2018,10,2018 Q4,Fitzroy CPC,38
2018,10,2018 Q4,Flaxmere,43
2018,10,2018 Q4,Foxton,30
2018,10,2018 Q4,Franz Josef,2
2018,10,2018 Q4,Geraldine,3
2018,10,2018 Q4,Gisborne,133
2018,10,2018 Q4,Glen Innes,93
2018,10,2018 Q4,Glenfield,93
2018,10,2018 Q4,Gore,18
2018,10,2018 Q4,Granity,3
2018,10,2018 Q4,Great Barrier Island,4
2018,10,2018 Q4,Green Island,13
2018,10,2018 Q4,Greymouth,35
2018,10,2018 Q4,Greytown,17
2018,10,2018 Q4,Haast,2
2018,10,2018 Q4,Hamilton Central,288
2018,10,2018 Q4,Hamilton East,111
2018,10,2018 Q4,Hampden,1
2018,10,2018 Q4,Hanmer Springs,8
2018,10,2018 Q4,Hastings,183
2018,10,2018 Q4,Havelock,10
2018,10,2018 Q4,Havelock North,21
2018,10,2018 Q4,Hawera,32
2018,10,2018 Q4,Helensville,34
2018,10,2018 Q4,Henderson,197
2018,10,2018 Q4,Highbury,51
2018,10,2018 Q4,Hikurangi,5
2018,10,2018 Q4,Hokitika,19
2018,10,2018 Q4,Hornby,148
2018,10,2018 Q4,Houhora,5
2018,10,2018 Q4,Howick,100
2018,10,2018 Q4,Hunterville,8
2018,10,2018 Q4,Huntly,47
2018,10,2018 Q4,Inglewood,13
2018,10,2018 Q4,Invercargill Central,84
2018,10,2018 Q4,Johnsonville,48
2018,10,2018 Q4,Kaeo,9
2018,10,2018 Q4,Kaiapoi,33
2018,10,2018 Q4,Kaikohe,41
2018,10,2018 Q4,Kaikorai Valley,39
2018,10,2018 Q4,Kaikoura,23
2018,10,2018 Q4,Kaitaia,78
2018,10,2018 Q4,Kamo CPC,25
2018,10,2018 Q4,Kapiti,67
2018,10,2018 Q4,Karamea,1
2018,10,2018 Q4,Katikati,20
2018,10,2018 Q4,Kawakawa,29
2018,10,2018 Q4,Kawerau,30
2018,10,2018 Q4,Kawhia,6
2018,10,2018 Q4,Kerikeri,30
2018,10,2018 Q4,Kilbirnie,64
2018,10,2018 Q4,Kimbolton,2
2018,10,2018 Q4,Kohukohu,8
2018,10,2018 Q4,Kotemaori,3
2018,10,2018 Q4,Kumeu/Huapai,29
2018,10,2018 Q4,Kurow,4
2018,10,2018 Q4,Lake Tekapo,1
2018,10,2018 Q4,Leeston,6
2018,10,2018 Q4,Levin,81
2018,10,2018 Q4,Lincoln,26
2018,10,2018 Q4,Linton,11
2018,10,2018 Q4,Lower Hutt,124
2018,10,2018 Q4,Lumsden,6
2018,10,2018 Q4,Lyttelton,23
2018,10,2018 Q4,Manaia,6
2018,10,2018 Q4,Mangakino,13
2018,10,2018 Q4,Mangawhai,14
2018,10,2018 Q4,Mangere,131
2018,10,2018 Q4,Mangonui,27
2018,10,2018 Q4,Manurewa,249
2018,10,2018 Q4,Manutuke,7
2018,10,2018 Q4,Martinborough,9
2018,10,2018 Q4,Marton,14
2018,10,2018 Q4,Massey,88
2018,10,2018 Q4,Masterton,54
2018,10,2018 Q4,Matamata,43
2018,10,2018 Q4,Mataura,6
2018,10,2018 Q4,Maungaturoto,9
2018,10,2018 Q4,Methven,7
2018,10,2018 Q4,Middlemarch,2
2018,10,2018 Q4,Milton,12
2018,10,2018 Q4,Mokau,4
2018,10,2018 Q4,Morrinsville,32
2018,10,2018 Q4,Mosgiel,25
2018,10,2018 Q4,Motueka,38
2018,10,2018 Q4,Mount Maunganui,90
2018,10,2018 Q4,Mount Wellington,104
2018,10,2018 Q4,Murchison,2
2018,10,2018 Q4,Murupara,17
2018,10,2018 Q4,Naenae,80
2018,10,2018 Q4,Napier,177
2018,10,2018 Q4,National Park,4
2018,10,2018 Q4,Nelson Central,83
2018,10,2018 Q4,New Brighton,127
2018,10,2018 Q4,New Lynn,89
2018,10,2018 Q4,New Plymouth Central,25
2018,10,2018 Q4,Newmarket,83
2018,10,2018 Q4,Ngaruawahia,35
2018,10,2018 Q4,Ngatea,21
2018,10,2018 Q4,Norsewood,2
2018,10,2018 Q4,North Shore Policing Centre,95
2018,10,2018 Q4,Nuhaka,4
2018,10,2018 Q4,Oamaru,39
2018,10,2018 Q4,Ohai,1
2018,10,2018 Q4,Ohakune,12
2018,10,2018 Q4,Okato,6
2018,10,2018 Q4,Omakau,5
2018,10,2018 Q4,Onehunga,91
2018,10,2018 Q4,Onerahi CPC,22
2018,10,2018 Q4,Opotiki,40
2018,10,2018 Q4,Opunake,9
2018,10,2018 Q4,Orewa,53
2018,10,2018 Q4,Ormiston,168
2018,10,2018 Q4,Otahuhu,206
2018,10,2018 Q4,Otaki,25
2018,10,2018 Q4,Otautau,5
2018,10,2018 Q4,Otorohanga,31
2018,10,2018 Q4,Owaka,3
2018,10,2018 Q4,Oxford,16
2018,10,2018 Q4,Paeroa,30
2018,10,2018 Q4,Pahiatua,8
2018,10,2018 Q4,Paihia,21
2018,10,2018 Q4,Palmerston,5
2018,10,2018 Q4,Palmerston North,191
2018,10,2018 Q4,Papakura,166
2018,10,2018 Q4,Papamoa,56
2018,10,2018 Q4,Papanui,176
2018,10,2018 Q4,Patea,9
2018,10,2018 Q4,Picton,23
2018,10,2018 Q4,Piopio,3
2018,10,2018 Q4,Pleasant Point,1
2018,10,2018 Q4,Pongaroa,1
2018,10,2018 Q4,Ponsonby,75
2018,10,2018 Q4,Porangahau,3
2018,10,2018 Q4,Porirua Central,84
2018,10,2018 Q4,Port Chalmers,5
2018,10,2018 Q4,Portobello,6
2018,10,2018 Q4,Pukekohe,91
2018,10,2018 Q4,Putaruru,34
2018,10,2018 Q4,Queenstown,46
2018,10,2018 Q4,Raetihi,3
2018,10,2018 Q4,Raglan,14
2018,10,2018 Q4,Rakaia,9
2018,10,2018 Q4,Ranfurly,1
2018,10,2018 Q4,Rangiora,45
2018,10,2018 Q4,Rawene,14
2018,10,2018 Q4,Reefton,11
2018,10,2018 Q4,Richmond,73
2018,10,2018 Q4,Riversdale,2
2018,10,2018 Q4,Riverton,7
2018,10,2018 Q4,Rolleston,27
2018,10,2018 Q4,Ross,1
2018,10,2018 Q4,Rotorua,217
2018,10,2018 Q4,Roxburgh,1
2018,10,2018 Q4,Ruakaka,13
2018,10,2018 Q4,Ruatoria,13
2018,10,2018 Q4,Russell,5
2018,10,2018 Q4,Shannon,3
2018,10,2018 Q4,St Andrews,3
2018,10,2018 Q4,Stratford,26
2018,10,2018 Q4,Taihape,14
2018,10,2018 Q4,Tairua,10
2018,10,2018 Q4,Takaka,6
2018,10,2018 Q4,Takapuna,45
2018,10,2018 Q4,Taneatua,8
2018,10,2018 Q4,Tapanui,3
2018,10,2018 Q4,Taradale,43
2018,10,2018 Q4,Taumarunui,35
2018,10,2018 Q4,Taupo,103
2018,10,2018 Q4,Tauranga,142
2018,10,2018 Q4,Tauranga South,115
2018,10,2018 Q4,Te Anau,1
2018,10,2018 Q4,Te Araroa,2
2018,10,2018 Q4,Te Aroha,20
2018,10,2018 Q4,Te Awamutu,45
2018,10,2018 Q4,Te Kaha,11
2018,10,2018 Q4,Te Karaka,3
2018,10,2018 Q4,Te Kauwhata,18
2018,10,2018 Q4,Te Kuiti,23
2018,10,2018 Q4,Te Puke,65
2018,10,2018 Q4,Temuka,14
2018,10,2018 Q4,Thames,54
2018,10,2018 Q4,Timaru,84
2018,10,2018 Q4,Tokomaru Bay,4
2018,10,2018 Q4,Tokoroa,50
2018,10,2018 Q4,Tolaga Bay,1
2018,10,2018 Q4,Tuai,1
2018,10,2018 Q4,Tuakau,67
2018,10,2018 Q4,Tuatapere,8
2018,10,2018 Q4,Turangi,33
2018,10,2018 Q4,Twizel,6
2018,10,2018 Q4,Upper Hutt,84
2018,10,2018 Q4,Waiheke Island,17
2018,10,2018 Q4,Waihi,28
2018,10,2018 Q4,Waikari,8
2018,10,2018 Q4,Waikouaiti,3
2018,10,2018 Q4,Waimate,16
2018,10,2018 Q4,Wainuiomata,55
2018,10,2018 Q4,Waiouru,6
2018,10,2018 Q4,Waipawa,12
2018,10,2018 Q4,Waipu,7
2018,10,2018 Q4,Waipukurau,20
2018,10,2018 Q4,Wairoa,47
2018,10,2018 Q4,Waitangirua,101
2018,10,2018 Q4,Waitara,28
2018,10,2018 Q4,Wakefield,13
2018,10,2018 Q4,Wanaka,18
2018,10,2018 Q4,Warkworth,34
2018,10,2018 Q4,Waverley,6
2018,10,2018 Q4,Wellington Central,205
2018,10,2018 Q4,Wellsford,25
2018,10,2018 Q4,Westown,61
2018,10,2018 Q4,Westport,23
2018,10,2018 Q4,Whakatane,66
2018,10,2018 Q4,Whangamata,16
2018,10,2018 Q4,Whanganui,145
2018,10,2018 Q4,Whangaparaoa,41
2018,10,2018 Q4,Whangarei,124
2018,10,2018 Q4,Whitianga,21
2018,10,2018 Q4,Winton,9
2018,10,2018 Q4,Woodville,6
2018,10,2018 Q4,Wyndham,10
2018,11,2018 Q4,Akaroa,3
2018,11,2018 Q4,Alexandra,19
2018,11,2018 Q4,Amberley,12
2018,11,2018 Q4,Arthurs Pass,3
2018,11,2018 Q4,Ashburton,44
2018,11,2018 Q4,Auckland Airport,30
2018,11,2018 Q4,Auckland Central,235
2018,11,2018 Q4,Auckland Harbour Bridge,1
2018,11,2018 Q4,Avondale,131
2018,11,2018 Q4,Balclutha,6
2018,11,2018 Q4,Balmoral,93
2018,11,2018 Q4,Bay View,9
2018,11,2018 Q4,Beachlands CCB,14
2018,11,2018 Q4,Bell Block,15
2018,11,2018 Q4,Benneydale,2
2018,11,2018 Q4,Blenheim,75
2018,11,2018 Q4,Bluff,4
2018,11,2018 Q4,Browns Bay,42
2018,11,2018 Q4,Bulls,15
2018,11,2018 Q4,Cambridge,36
2018,11,2018 Q4,Carterton,14
2018,11,2018 Q4,Chatham Islands,1
2018,11,2018 Q4,Cheviot,2
2018,11,2018 Q4,Christchurch,212
2018,11,2018 Q4,Christchurch Airport,11
2018,11,2018 Q4,Christchurch South,146
2018,11,2018 Q4,Clinton,4
2018,11,2018 Q4,Coromandel,12
2018,11,2018 Q4,Cromwell,11
2018,11,2018 Q4,Culverden,4
2018,11,2018 Q4,Dannevirke,18
2018,11,2018 Q4,Darfield,8
2018,11,2018 Q4,Dargaville,28
2018,11,2018 Q4,Dunedin Central,47
2018,11,2018 Q4,Dunedin North,41
2018,11,2018 Q4,Dunedin South,53
2018,11,2018 Q4,Edgecumbe,24
2018,11,2018 Q4,Eketahuna,2
2018,11,2018 Q4,Eltham,16
2018,11,2018 Q4,Fairlie,1
2018,11,2018 Q4,Featherston,8
2018,11,2018 Q4,Feilding,56
2018,11,2018 Q4,Fitzroy CPC,41
2018,11,2018 Q4,Flaxmere,41
2018,11,2018 Q4,Foxton,32
2018,11,2018 Q4,Franz Josef,5
2018,11,2018 Q4,Geraldine,5
2018,11,2018 Q4,Gisborne,131
2018,11,2018 Q4,Glen Innes,88
2018,11,2018 Q4,Glenfield,94
2018,11,2018 Q4,Gore,23
2018,11,2018 Q4,Granity,3
2018,11,2018 Q4,Green Island,11
2018,11,2018 Q4,Greymouth,41
2018,11,2018 Q4,Greytown,10
2018,11,2018 Q4,Haast,2
2018,11,2018 Q4,Hamilton Central,288
2018,11,2018 Q4,Hamilton East,85
2018,11,2018 Q4,Hampden,3
2018,11,2018 Q4,Hanmer Springs,5
2018,11,2018 Q4,Hastings,157
2018,11,2018 Q4,Havelock,9
2018,11,2018 Q4,Havelock North,32
2018,11,2018 Q4,Hawera,48
2018,11,2018 Q4,Helensville,29
2018,11,2018 Q4,Henderson,217
2018,11,2018 Q4,Highbury,63
2018,11,2018 Q4,Hikurangi,13
2018,11,2018 Q4,Hokitika,19
2018,11,2018 Q4,Hornby,163
2018,11,2018 Q4,Houhora,5
2018,11,2018 Q4,Howick,100
2018,11,2018 Q4,Hunterville,5
2018,11,2018 Q4,Huntly,47
2018,11,2018 Q4,Inglewood,19
2018,11,2018 Q4,Invercargill Central,100
2018,11,2018 Q4,Johnsonville,55
2018,11,2018 Q4,Kaeo,7
2018,11,2018 Q4,Kaiapoi,32
2018,11,2018 Q4,Kaikohe,42
2018,11,2018 Q4,Kaikorai Valley,50
2018,11,2018 Q4,Kaikoura,12
2018,11,2018 Q4,Kaitaia,66
2018,11,2018 Q4,Kamo CPC,24
2018,11,2018 Q4,Kapiti,67
2018,11,2018 Q4,Katikati,32
2018,11,2018 Q4,Kawakawa,22
2018,11,2018 Q4,Kawerau,45
2018,11,2018 Q4,Kawhia,5
2018,11,2018 Q4,Kerikeri,43
2018,11,2018 Q4,Kilbirnie,79
2018,11,2018 Q4,Kimbolton,2
2018,11,2018 Q4,Kohukohu,4
2018,11,2018 Q4,Kotemaori,4
2018,11,2018 Q4,Kumeu/Huapai,31
2018,11,2018 Q4,Kurow,1
2018,11,2018 Q4,Lake Tekapo,1
2018,11,2018 Q4,Lawrence,2
2018,11,2018 Q4,Leeston,2
2018,11,2018 Q4,Levin,71
2018,11,2018 Q4,Lincoln,21
2018,11,2018 Q4,Linton,14
2018,11,2018 Q4,Lower Hutt,132
2018,11,2018 Q4,Lumsden,5
2018,11,2018 Q4,Lyttelton,14
2018,11,2018 Q4,Manaia,4
2018,11,2018 Q4,Mangakino,5
2018,11,2018 Q4,Mangawhai,5
2018,11,2018 Q4,Mangere,124
2018,11,2018 Q4,Mangonui,22
2018,11,2018 Q4,Manurewa,237
2018,11,2018 Q4,Manutuke,7
2018,11,2018 Q4,Martinborough,11
2018,11,2018 Q4,Marton,22
2018,11,2018 Q4,Massey,96
2018,11,2018 Q4,Masterton,76
2018,11,2018 Q4,Matamata,38
2018,11,2018 Q4,Mataura,3
2018,11,2018 Q4,Maungaturoto,5
2018,11,2018 Q4,Methven,6
2018,11,2018 Q4,Middlemarch,1
2018,11,2018 Q4,Milton,9
2018,11,2018 Q4,Mokau,1
2018,11,2018 Q4,Morrinsville,23
2018,11,2018 Q4,Mosgiel,32
2018,11,2018 Q4,Motueka,28
2018,11,2018 Q4,Mount Maunganui,71
2018,11,2018 Q4,Mount Wellington,106
2018,11,2018 Q4,Murchison,2
2018,11,2018 Q4,Murupara,21
2018,11,2018 Q4,Naenae,111
2018,11,2018 Q4,Napier,165
2018,11,2018 Q4,National Park,5
2018,11,2018 Q4,Nelson Central,88
2018,11,2018 Q4,New Brighton,140
2018,11,2018 Q4,New Lynn,105
2018,11,2018 Q4,New Plymouth Central,25
2018,11,2018 Q4,Newmarket,89
2018,11,2018 Q4,Ngaruawahia,50
2018,11,2018 Q4,Ngatea,20
2018,11,2018 Q4,Norsewood,3
2018,11,2018 Q4,North Shore Policing Centre,82
2018,11,2018 Q4,Nuhaka,4
2018,11,2018 Q4,Oamaru,40
2018,11,2018 Q4,Ohai,5
2018,11,2018 Q4,Ohakune,11
2018,11,2018 Q4,Okato,6
2018,11,2018 Q4,Omarama,3
2018,11,2018 Q4,Onehunga,77
2018,11,2018 Q4,Onerahi CPC,14
2018,11,2018 Q4,Opotiki,38
2018,11,2018 Q4,Opunake,7
2018,11,2018 Q4,Orewa,57
2018,11,2018 Q4,Ormiston,142
2018,11,2018 Q4,Otahuhu,204
2018,11,2018 Q4,Otaki,29
2018,11,2018 Q4,Otautau,6
2018,11,2018 Q4,Otorohanga,27
2018,11,2018 Q4,Owaka,1
2018,11,2018 Q4,Oxford,12
2018,11,2018 Q4,Paeroa,21
2018,11,2018 Q4,Pahiatua,12
2018,11,2018 Q4,Paihia,21
2018,11,2018 Q4,Palmerston,1
2018,11,2018 Q4,Palmerston North,170
2018,11,2018 Q4,Papakura,168
2018,11,2018 Q4,Papamoa,60
2018,11,2018 Q4,Papanui,221
2018,11,2018 Q4,Patea,6
2018,11,2018 Q4,Picton,16
2018,11,2018 Q4,Piopio,6
2018,11,2018 Q4,Pleasant Point,6
2018,11,2018 Q4,Pongaroa,1
2018,11,2018 Q4,Ponsonby,74
2018,11,2018 Q4,Porangahau,4
2018,11,2018 Q4,Porirua Central,89
2018,11,2018 Q4,Port Chalmers,3
2018,11,2018 Q4,Portobello,2
2018,11,2018 Q4,Pukekohe,105
2018,11,2018 Q4,Putaruru,40
2018,11,2018 Q4,Queenstown,52
2018,11,2018 Q4,Raetihi,5
2018,11,2018 Q4,Raglan,21
2018,11,2018 Q4,Rakaia,7
2018,11,2018 Q4,Ranfurly,2
2018,11,2018 Q4,Rangiora,51
2018,11,2018 Q4,Rawene,7
2018,11,2018 Q4,Reefton,6
2018,11,2018 Q4,Richmond,60
2018,11,2018 Q4,Riversdale,4
2018,11,2018 Q4,Riverton,7
2018,11,2018 Q4,Rolleston,31
2018,11,2018 Q4,Ross,3
2018,11,2018 Q4,Rotorua,193
2018,11,2018 Q4,Roxburgh,1
2018,11,2018 Q4,Ruakaka,19
2018,11,2018 Q4,Ruatoria,9
2018,11,2018 Q4,Ruawai,4
2018,11,2018 Q4,Russell,5
2018,11,2018 Q4,Shannon,6
2018,11,2018 Q4,St Andrews,1
2018,11,2018 Q4,Stratford,28
2018,11,2018 Q4,Taihape,10
2018,11,2018 Q4,Tairua,3
2018,11,2018 Q4,Takaka,11
2018,11,2018 Q4,Takapuna,60
2018,11,2018 Q4,Taneatua,11
2018,11,2018 Q4,Tapanui,9
2018,11,2018 Q4,Taradale,37
2018,11,2018 Q4,Taumarunui,28
2018,11,2018 Q4,Taupo,91
2018,11,2018 Q4,Tauranga,147
2018,11,2018 Q4,Tauranga South,115
2018,11,2018 Q4,Te Anau,5
2018,11,2018 Q4,Te Araroa,4
2018,11,2018 Q4,Te Aroha,28
2018,11,2018 Q4,Te Awamutu,46
